properties{
  x = 0,
  y = 0,
  width = 320,
  height = 240,
  min_layer = 0,
  max_layer = 2,
  tileset = "light_world",
  music = "same",
}

tile{
  layer = 0,
  x = 0,
  y = 0,
  width = 320,
  height = 240,
  pattern = "grass.soil",
}

tile{
  layer = 0,
  x = 0,
  y = 0,
  width = 320,
  height = 16,
  pattern = "cliff.1",
}

tile{
  layer = 0,
  x = 0,
  y = 224,
  width = 8,
  height = 16,
  pattern = "grass.barrier.border.1",
}

tile{
  layer = 0,
  x = 0,
  y = 16,
  width = 8,
  height = 80,
  pattern = "grass.barrier.border.2",
}

tile{
  layer = 0,
  x = 0,
  y = 96,
  width = 8,
  height = 16,
  pattern = "grass.barrier.border.1",
}

tile{
  layer = 0,
  x = 0,
  y = 128,
  width = 8,
  height = 96,
  pattern = "grass.barrier.border.2",
}

tile{
  layer = 0,
  x = 0,
  y = 224,
  width = 8,
  height = 16,
  pattern = "grass.barrier.border.1",
}

tile{
  layer = 0,
  x = 0,
  y = 16,
  width = 320,
  height = 16,
  pattern = "grass.cliff.1",
}

tile{
  layer = 0,
  x = 8,
  y = 208,
  width = 32,
  height = 32,
  pattern = "grass.stump",
}

tile{
  layer = 0,
  x = 40,
  y = 208,
  width = 32,
  height = 32,
  pattern = "grass.stump",
}

tile{
  layer = 0,
  x = 72,
  y = 208,
  width = 32,
  height = 32,
  pattern = "grass.stump",
}

tile{
  layer = 0,
  x = 104,
  y = 208,
  width = 32,
  height = 32,
  pattern = "grass.stump",
}

tile{
  layer = 0,
  x = 136,
  y = 208,
  width = 32,
  height = 32,
  pattern = "grass.stump",
}

tile{
  layer = 0,
  x = 168,
  y = 208,
  width = 32,
  height = 32,
  pattern = "grass.stump",
}

tile{
  layer = 0,
  x = 200,
  y = 208,
  width = 32,
  height = 32,
  pattern = "grass.stump",
}

tile{
  layer = 0,
  x = 232,
  y = 208,
  width = 32,
  height = 32,
  pattern = "grass.stump",
}

tile{
  layer = 0,
  x = 264,
  y = 208,
  width = 32,
  height = 32,
  pattern = "grass.stump",
}

tile{
  layer = 0,
  x = 296,
  y = 208,
  width = 32,
  height = 32,
  pattern = "grass.stump",
}

tile{
  layer = 0,
  x = 120,
  y = 128,
  width = 24,
  height = 16,
  pattern = "house.wall.window",
}

tile{
  layer = 0,
  x = 176,
  y = 128,
  width = 24,
  height = 16,
  pattern = "house.wall.window",
}

tile{
  layer = 0,
  x = 144,
  y = 128,
  width = 8,
  height = 16,
  pattern = "house.entrance.border.2",
}

tile{
  layer = 0,
  x = 144,
  y = 144,
  width = 32,
  height = 8,
  pattern = "house.entrance.border.1",
}

tile{
  layer = 0,
  x = 168,
  y = 128,
  width = 8,
  height = 16,
  pattern = "house.entrance.border.3",
}

tile{
  layer = 0,
  x = 152,
  y = 128,
  width = 16,
  height = 16,
  pattern = "house.entrance",
}

tile{
  layer = 0,
  x = 152,
  y = 128,
  width = 16,
  height = 16,
  pattern = "house.door",
}

tile{
  layer = 0,
  x = 152,
  y = 144,
  width = 16,
  height = 8,
  pattern = "house.slab",
}

tile{
  layer = 0,
  x = 144,
  y = 152,
  width = 32,
  height = 8,
  pattern = "house.slab",
}

tile{
  layer = 0,
  x = 112,
  y = 128,
  width = 8,
  height = 16,
  pattern = "house.wall.border.1",
}

tile{
  layer = 0,
  x = 200,
  y = 128,
  width = 8,
  height = 16,
  pattern = "house.wall.border.2",
}

teletransporter{
  name = "to_unicorn",
  layer = 0,
  x = -16,
  y = 112,
  width = 16,
  height = 16,
  transition = "scrolling",
  destination_map = "lga/unicorn_field",
  destination = "_side",
}

wall{
  layer = 0,
  x = 112,
  y = 64,
  width = 96,
  height = 64,
  stops_hero = true,
  stops_npcs = true,
  stops_enemies = true,
  stops_blocks = true,
  stops_projectiles = true,
}

npc{
  layer = 0,
  x = 128,
  y = 157,
  direction = 3,
  subtype = 0,
  sprite = "entities/sign",
}

destination{
  name = "outside_shop_destination",
  layer = 0,
  x = 160,
  y = 165,
  direction = 3,
}

teletransporter{
  layer = 0,
  x = 152,
  y = 144,
  width = 16,
  height = 16,
  destination_map = "lga/inside_shop",
  destination = "inside_shop_destination",
}

tile{
  layer = 1,
  x = 128,
  y = 104,
  width = 64,
  height = 16,
  pattern = "house.roof_red",
}

tile{
  layer = 1,
  x = 136,
  y = 72,
  width = 48,
  height = 24,
  pattern = "house.roof_red.top",
}

tile{
  layer = 1,
  x = 120,
  y = 120,
  width = 80,
  height = 8,
  pattern = "house.roof_red.2",
}

tile{
  layer = 1,
  x = 144,
  y = 112,
  width = 32,
  height = 16,
  pattern = "house.entrance.top",
}

tile{
  layer = 1,
  x = 112,
  y = 64,
  width = 24,
  height = 8,
  pattern = "house.roof_red.corner.1",
}

tile{
  layer = 1,
  x = 128,
  y = 96,
  width = 8,
  height = 8,
  pattern = "house.roof_red.top.corner.3",
}

tile{
  layer = 1,
  x = 120,
  y = 96,
  width = 8,
  height = 24,
  pattern = "house.roof_red.corner.3b",
}

tile{
  layer = 1,
  x = 136,
  y = 96,
  width = 48,
  height = 8,
  pattern = "house.roof_red.top.2",
}

tile{
  layer = 1,
  x = 176,
  y = 72,
  width = 8,
  height = 8,
  pattern = "house.roof.circle",
}

tile{
  layer = 1,
  x = 136,
  y = 72,
  width = 8,
  height = 8,
  pattern = "house.roof.circle",
}

tile{
  layer = 1,
  x = 176,
  y = 88,
  width = 8,
  height = 8,
  pattern = "house.roof.circle",
}

tile{
  layer = 1,
  x = 120,
  y = 72,
  width = 8,
  height = 24,
  pattern = "house.roof_red",
}

tile{
  layer = 1,
  x = 200,
  y = 72,
  width = 8,
  height = 32,
  pattern = "house.roof_red.4",
}

tile{
  layer = 1,
  x = 136,
  y = 88,
  width = 8,
  height = 8,
  pattern = "house.roof.circle",
}

tile{
  layer = 1,
  x = 136,
  y = 64,
  width = 48,
  height = 8,
  pattern = "house.roof_red.1",
}

tile{
  layer = 1,
  x = 184,
  y = 96,
  width = 8,
  height = 8,
  pattern = "house.roof_red.top.corner.4",
}

tile{
  layer = 1,
  x = 192,
  y = 72,
  width = 8,
  height = 24,
  pattern = "house.roof_red",
}

tile{
  layer = 1,
